Time(sec)	CellId	BwpId	txStreamId 	IMSI	rxStreamId	pathLoss(dB)
0.0169643	1	0	0	1	0	-69.6836
0.0719286	1	0	0	1	0	-69.6836
0.0719286	1	0	1	1	1	-69.6836
0.0719286	1	0	2	1	2	-69.6836
0.0719286	1	0	3	1	3	-69.6836
0.271929	1	0	0	1	0	-69.6836
0.271929	1	0	1	1	1	-69.6836
0.271929	1	0	2	1	2	-69.6836
0.271929	1	0	3	1	3	-69.6836
0.401964	1	0	0	1	0	-69.6836
0.404464	1	0	0	1	0	-69.6836
0.4045	1	0	0	1	0	-69.6836
0.404964	1	0	0	1	0	-69.6836
