time(s)	cellId	rnti	lcid	packetSize	delay(s)
0.427564	2	1	3	1030	0.0259143
0.427564	2	1	3	1030	0.0259083
0.427564	2	1	3	1030	0.0259023
0.427564	2	1	3	1030	0.0258963
0.427564	2	1	3	1030	0.0258903
0.427564	2	1	3	1030	0.0258843
0.427564	2	1	3	1030	0.0258783
0.427564	2	1	3	1030	0.0258723
0.427564	2	1	3	1030	0.0258663
0.427564	2	1	3	1030	0.0258603
0.427564	2	1	3	1030	0.0258543
0.427564	2	1	3	1030	0.0258483
0.427564	2	1	3	1030	0.0258423
0.427564	2	1	3	1030	0.0258363
0.427564	2	1	3	1030	0.0258303
0.427564	2	1	3	1030	0.0258243
0.427564	2	1	3	1030	0.0258183
0.427564	2	1	3	1030	0.0258123
0.427564	2	1	3	1030	0.0258063
0.427564	2	1	3	1030	0.0258003
0.427564	2	1	3	1030	0.0257943
0.427564	2	1	3	1030	0.0257883
0.427564	2	1	3	1030	0.0257823
0.427564	2	1	3	1030	0.0257763
0.427564	2	1	3	1030	0.0257703
0.427564	2	1	3	1030	0.0257643
0.427564	2	1	3	1030	0.0257583
0.427564	2	1	3	1030	0.0257523
0.427564	2	1	3	1030	0.0257463
0.427564	2	1	3	1030	0.0257403
0.427564	2	1	3	1030	0.0257343
0.430064	2	1	3	1030	0.0282283
0.430064	2	1	3	1030	0.0282223
0.430064	2	1	3	1030	0.0282163
0.430064	2	1	3	1030	0.0282103
0.430064	2	1	3	1030	0.0282043
0.430064	2	1	3	1030	0.0281983
0.430064	2	1	3	1030	0.0281923
0.430064	2	1	3	1030	0.0281863
0.430064	2	1	3	1030	0.0281803
0.430064	2	1	3	1030	0.0281743
0.430064	2	1	3	1030	0.0281683
0.430064	2	1	3	1030	0.0281623
0.430064	2	1	3	1030	0.0281563
0.430064	2	1	3	1030	0.0281503
0.430064	2	1	3	1030	0.0281443
0.430064	2	1	3	1030	0.0281383
0.430064	2	1	3	1030	0.0281323
0.430064	2	1	3	1030	0.0281263
0.430064	2	1	3	1030	0.0281203
0.430064	2	1	3	1030	0.0281143
0.430064	2	1	3	1030	0.0281083
0.430064	2	1	3	1030	0.0281023
0.430064	2	1	3	1030	0.0280963
0.430064	2	1	3	1030	0.0280903
0.430064	2	1	3	1030	0.0280843
0.430064	2	1	3	1030	0.0280783
0.430064	2	1	3	1030	0.0280723
0.430064	2	1	3	1030	0.0280663
0.430064	2	1	3	1030	0.0280603
0.430064	2	1	3	1030	0.0280543
0.430064	2	1	3	1030	0.0280483
0.430064	2	1	3	1030	0.0280423
0.430064	2	1	3	1030	0.0280363
0.430064	2	1	3	1030	0.0280303
0.430064	2	1	3	1030	0.0280243
0.430064	2	1	3	1030	0.0280183
0.430064	2	1	3	1030	0.0280123
0.430064	2	1	3	1030	0.0280063
0.432564	2	1	3	1030	0.0305003
0.432564	2	1	3	1030	0.0304943
0.432564	2	1	3	1030	0.0304883
0.432564	2	1	3	1030	0.0304823
0.432564	2	1	3	1030	0.0304763
0.432564	2	1	3	1030	0.0304703
0.432564	2	1	3	1030	0.0304643
0.432564	2	1	3	1030	0.0304583
0.432564	2	1	3	1030	0.0304523
0.432564	2	1	3	1030	0.0304463
0.432564	2	1	3	1030	0.0304403
0.432564	2	1	3	1030	0.0304343
0.432564	2	1	3	1030	0.0304283
0.432564	2	1	3	1030	0.0304223
0.432564	2	1	3	1030	0.0304163
0.432564	2	1	3	1030	0.0304103
0.432564	2	1	3	1030	0.0304043
0.432564	2	1	3	1030	0.0303983
0.432564	2	1	3	1030	0.0303923
0.432564	2	1	3	1030	0.0303863
0.432564	2	1	3	1030	0.0303803
0.432564	2	1	3	1030	0.0303743
0.432564	2	1	3	1030	0.0303683
0.432564	2	1	3	1030	0.0303623
0.432564	2	1	3	1030	0.0303563
0.432564	2	1	3	1030	0.0303503
0.432564	2	1	3	1030	0.0303443
0.432564	2	1	3	1030	0.0303383
0.432564	2	1	3	1030	0.0303323
0.432564	2	1	3	1030	0.0303263
0.432564	2	1	3	1030	0.0303203
0.432564	2	1	3	1030	0.0303143
0.432564	2	1	3	1030	0.0303083
0.432564	2	1	3	1030	0.0303023
0.432564	2	1	3	1030	0.0302963
0.432564	2	1	3	1030	0.0302903
0.432564	2	1	3	1030	0.0302843
0.432564	2	1	3	1030	0.0302783
0.435064	2	1	3	1030	0.0327723
0.435064	2	1	3	1030	0.0327663
0.435064	2	1	3	1030	0.0327603
0.435064	2	1	3	1030	0.0327543
0.435064	2	1	3	1030	0.0327483
0.435064	2	1	3	1030	0.0327423
0.435064	2	1	3	1030	0.0327363
0.435064	2	1	3	1030	0.0327303
0.435064	2	1	3	1030	0.0327243
0.435064	2	1	3	1030	0.0327183
0.435064	2	1	3	1030	0.0327123
0.435064	2	1	3	1030	0.0327063
0.435064	2	1	3	1030	0.0327003
0.435064	2	1	3	1030	0.0326943
0.435064	2	1	3	1030	0.0326883
0.435064	2	1	3	1030	0.0326823
0.435064	2	1	3	1030	0.0326763
0.435064	2	1	3	1030	0.0326703
0.435064	2	1	3	1030	0.0326643
0.435064	2	1	3	1030	0.0326583
0.435064	2	1	3	1030	0.0326523
0.435064	2	1	3	1030	0.0326463
0.435064	2	1	3	1030	0.0326403
0.435064	2	1	3	1030	0.0326343
0.435064	2	1	3	1030	0.0326283
0.435064	2	1	3	1030	0.0326223
0.435064	2	1	3	1030	0.0326163
0.435064	2	1	3	1030	0.0326103
0.435064	2	1	3	1030	0.0326043
0.435064	2	1	3	1030	0.0325983
0.435064	2	1	3	1030	0.0325923
0.435064	2	1	3	1030	0.0325863
0.435064	2	1	3	1030	0.0325803
0.435064	2	1	3	1030	0.0325743
0.435064	2	1	3	1030	0.0325683
0.435064	2	1	3	1030	0.0325623
0.435064	2	1	3	1030	0.0325563
0.435064	2	1	3	1030	0.0325503
0.435064	2	1	3	1030	0.0325443
0.437564	2	1	3	1030	0.0350383
0.437564	2	1	3	1030	0.0350323
0.437564	2	1	3	1030	0.0350263
0.437564	2	1	3	1030	0.0350203
0.437564	2	1	3	1030	0.0350143
0.437564	2	1	3	1030	0.0350083
0.437564	2	1	3	1030	0.0350023
0.437564	2	1	3	1030	0.0349963
0.437564	2	1	3	1030	0.0349903
0.437564	2	1	3	1030	0.0349843
0.437564	2	1	3	1030	0.0349783
0.437564	2	1	3	1030	0.0349723
0.437564	2	1	3	1030	0.0349663
0.437564	2	1	3	1030	0.0349603
0.437564	2	1	3	1030	0.0349543
0.437564	2	1	3	1030	0.0349483
0.437564	2	1	3	1030	0.0349423
0.437564	2	1	3	1030	0.0349363
0.437564	2	1	3	1030	0.0349303
0.437564	2	1	3	1030	0.0349243
0.437564	2	1	3	1030	0.0349183
0.437564	2	1	3	1030	0.0349123
0.437564	2	1	3	1030	0.0349063
0.437564	2	1	3	1030	0.0349003
0.437564	2	1	3	1030	0.0348943
0.437564	2	1	3	1030	0.0348883
0.437564	2	1	3	1030	0.0348823
0.437564	2	1	3	1030	0.0348763
0.437564	2	1	3	1030	0.0348703
0.437564	2	1	3	1030	0.0348643
0.437564	2	1	3	1030	0.0348583
0.437564	2	1	3	1030	0.0348523
0.437564	2	1	3	1030	0.0348463
0.437564	2	1	3	1030	0.0348403
0.437564	2	1	3	1030	0.0348343
0.437564	2	1	3	1030	0.0348283
0.437564	2	1	3	1030	0.0348223
0.437564	2	1	3	1030	0.0348163
0.440064	2	1	3	1030	0.0373103
0.440064	2	1	3	1030	0.0373043
0.440064	2	1	3	1030	0.0372983
0.440064	2	1	3	1030	0.0372923
0.440064	2	1	3	1030	0.0372863
0.440064	2	1	3	1030	0.0372803
0.440064	2	1	3	1030	0.0372743
0.440064	2	1	3	1030	0.0372683
0.440064	2	1	3	1030	0.0372623
0.440064	2	1	3	1030	0.0372563
0.440064	2	1	3	1030	0.0372503
0.440064	2	1	3	1030	0.0372443
0.440064	2	1	3	1030	0.0372383
0.440064	2	1	3	1030	0.0372323
0.440064	2	1	3	1030	0.0372263
0.440064	2	1	3	1030	0.0372203
0.440064	2	1	3	1030	0.0372143
0.440064	2	1	3	1030	0.0372083
0.440064	2	1	3	1030	0.0372023
0.440064	2	1	3	1030	0.0371963
0.440064	2	1	3	1030	0.0371903
0.440064	2	1	3	1030	0.0371843
0.440064	2	1	3	1030	0.0371783
0.440064	2	1	3	1030	0.0371723
0.440064	2	1	3	1030	0.0371663
0.440064	2	1	3	1030	0.0371603
0.440064	2	1	3	1030	0.0371543
0.440064	2	1	3	1030	0.0371483
0.440064	2	1	3	1030	0.0371423
0.440064	2	1	3	1030	0.0371363
0.440064	2	1	3	1030	0.0371303
0.440064	2	1	3	1030	0.0371243
0.440064	2	1	3	1030	0.0371183
0.440064	2	1	3	1030	0.0371123
0.440064	2	1	3	1030	0.0371063
0.440064	2	1	3	1030	0.0371003
0.440064	2	1	3	1030	0.0370943
0.440064	2	1	3	1030	0.0370883
0.442564	2	1	3	1030	0.0395823
0.442564	2	1	3	1030	0.0395763
0.442564	2	1	3	1030	0.0395703
0.442564	2	1	3	1030	0.0395643
0.442564	2	1	3	1030	0.0395583
0.442564	2	1	3	1030	0.0395523
0.442564	2	1	3	1030	0.0395463
0.442564	2	1	3	1030	0.0395403
0.442564	2	1	3	1030	0.0395343
0.442564	2	1	3	1030	0.0395283
0.442564	2	1	3	1030	0.0395223
0.442564	2	1	3	1030	0.0395163
0.442564	2	1	3	1030	0.0395103
0.442564	2	1	3	1030	0.0395043
0.442564	2	1	3	1030	0.0394983
0.442564	2	1	3	1030	0.0394923
0.442564	2	1	3	1030	0.0394863
0.442564	2	1	3	1030	0.0394803
0.442564	2	1	3	1030	0.0394743
0.442564	2	1	3	1030	0.0394683
0.442564	2	1	3	1030	0.0394623
0.442564	2	1	3	1030	0.0394563
0.442564	2	1	3	1030	0.0394503
0.442564	2	1	3	1030	0.0394443
0.442564	2	1	3	1030	0.0394383
0.442564	2	1	3	1030	0.0394323
0.442564	2	1	3	1030	0.0394263
0.442564	2	1	3	1030	0.0394203
0.442564	2	1	3	1030	0.0394143
0.442564	2	1	3	1030	0.0394083
0.442564	2	1	3	1030	0.0394023
0.442564	2	1	3	1030	0.0393963
0.442564	2	1	3	1030	0.0393903
0.442564	2	1	3	1030	0.0393843
0.442564	2	1	3	1030	0.0393783
0.442564	2	1	3	1030	0.0393723
0.442564	2	1	3	1030	0.0393663
0.442564	2	1	3	1030	0.0393603
0.442564	2	1	3	1030	0.0393543
0.445064	2	1	3	1030	0.0418483
0.445064	2	1	3	1030	0.0418423
0.445064	2	1	3	1030	0.0418363
0.445064	2	1	3	1030	0.0418303
0.445064	2	1	3	1030	0.0418243
0.445064	2	1	3	1030	0.0418183
0.445064	2	1	3	1030	0.0418123
0.445064	2	1	3	1030	0.0418063
0.445064	2	1	3	1030	0.0418003
0.445064	2	1	3	1030	0.0417943
0.445064	2	1	3	1030	0.0417883
0.445064	2	1	3	1030	0.0417823
0.445064	2	1	3	1030	0.0417763
0.445064	2	1	3	1030	0.0417703
0.445064	2	1	3	1030	0.0417643
0.445064	2	1	3	1030	0.0417583
0.445064	2	1	3	1030	0.0417523
0.445064	2	1	3	1030	0.0417463
0.445064	2	1	3	1030	0.0417403
0.445064	2	1	3	1030	0.0417343
0.445064	2	1	3	1030	0.0417283
0.445064	2	1	3	1030	0.0417223
0.445064	2	1	3	1030	0.0417163
0.445064	2	1	3	1030	0.0417103
0.445064	2	1	3	1030	0.0417043
0.445064	2	1	3	1030	0.0416983
0.445064	2	1	3	1030	0.0416923
0.445064	2	1	3	1030	0.0416863
0.445064	2	1	3	1030	0.0416803
0.445064	2	1	3	1030	0.0416743
0.445064	2	1	3	1030	0.0416683
0.445064	2	1	3	1030	0.0416623
0.445064	2	1	3	1030	0.0416563
0.445064	2	1	3	1030	0.0416503
0.445064	2	1	3	1030	0.0416443
0.445064	2	1	3	1030	0.0416383
0.445064	2	1	3	1030	0.0416323
0.445064	2	1	3	1030	0.0416263
0.447564	2	1	3	1030	0.0441203
0.447564	2	1	3	1030	0.0441143
0.447564	2	1	3	1030	0.0441083
0.447564	2	1	3	1030	0.0441023
0.447564	2	1	3	1030	0.0440963
0.447564	2	1	3	1030	0.0440903
0.447564	2	1	3	1030	0.0440843
0.447564	2	1	3	1030	0.0440783
0.447564	2	1	3	1030	0.0440723
0.447564	2	1	3	1030	0.0440663
0.447564	2	1	3	1030	0.0440603
0.447564	2	1	3	1030	0.0440543
0.447564	2	1	3	1030	0.0440483
0.447564	2	1	3	1030	0.0440423
0.447564	2	1	3	1030	0.0440363
0.447564	2	1	3	1030	0.0440303
0.447564	2	1	3	1030	0.0440243
0.447564	2	1	3	1030	0.0440183
0.447564	2	1	3	1030	0.0440123
0.447564	2	1	3	1030	0.0440063
0.447564	2	1	3	1030	0.0440003
0.447564	2	1	3	1030	0.0439943
0.447564	2	1	3	1030	0.0439883
0.447564	2	1	3	1030	0.0439823
0.447564	2	1	3	1030	0.0439763
0.447564	2	1	3	1030	0.0439703
0.447564	2	1	3	1030	0.0439643
0.447564	2	1	3	1030	0.0439583
0.447564	2	1	3	1030	0.0439523
0.447564	2	1	3	1030	0.0439463
0.447564	2	1	3	1030	0.0439403
0.447564	2	1	3	1030	0.0439343
0.447564	2	1	3	1030	0.0439283
0.447564	2	1	3	1030	0.0439223
0.447564	2	1	3	1030	0.0439163
0.447564	2	1	3	1030	0.0439103
0.447564	2	1	3	1030	0.0439043
0.447564	2	1	3	1030	0.0438983
0.450064	2	1	3	1030	0.0463923
0.450064	2	1	3	1030	0.0463863
0.450064	2	1	3	1030	0.0463803
0.450064	2	1	3	1030	0.0463743
0.450064	2	1	3	1030	0.0463683
0.450064	2	1	3	1030	0.0463623
0.450064	2	1	3	1030	0.0463563
0.450064	2	1	3	1030	0.0463503
0.450064	2	1	3	1030	0.0463443
0.450064	2	1	3	1030	0.0463383
0.450064	2	1	3	1030	0.0463323
0.450064	2	1	3	1030	0.0463263
0.450064	2	1	3	1030	0.0463203
0.450064	2	1	3	1030	0.0463143
0.450064	2	1	3	1030	0.0463083
0.450064	2	1	3	1030	0.0463023
0.450064	2	1	3	1030	0.0462963
0.450064	2	1	3	1030	0.0462903
0.450064	2	1	3	1030	0.0462843
0.450064	2	1	3	1030	0.0462783
0.450064	2	1	3	1030	0.0462723
0.450064	2	1	3	1030	0.0462663
0.450064	2	1	3	1030	0.0462603
0.450064	2	1	3	1030	0.0462543
0.450064	2	1	3	1030	0.0462483
0.450064	2	1	3	1030	0.0462423
0.450064	2	1	3	1030	0.0462363
0.450064	2	1	3	1030	0.0462303
0.450064	2	1	3	1030	0.0462243
0.450064	2	1	3	1030	0.0462183
0.450064	2	1	3	1030	0.0462123
0.450064	2	1	3	1030	0.0462063
0.450064	2	1	3	1030	0.0462003
0.450064	2	1	3	1030	0.0461943
0.450064	2	1	3	1030	0.0461883
0.450064	2	1	3	1030	0.0461823
0.450064	2	1	3	1030	0.0461763
0.450064	2	1	3	1030	0.0461703
0.452564	2	1	3	1030	0.0486643
0.452564	2	1	3	1030	0.0486583
0.452564	2	1	3	1030	0.0486523
0.452564	2	1	3	1030	0.0486463
0.452564	2	1	3	1030	0.0486403
0.452564	2	1	3	1030	0.0486343
0.452564	2	1	3	1030	0.0486283
0.452564	2	1	3	1030	0.0486223
0.452564	2	1	3	1030	0.0486163
0.452564	2	1	3	1030	0.0486103
0.452564	2	1	3	1030	0.0486043
0.452564	2	1	3	1030	0.0485983
0.452564	2	1	3	1030	0.0485923
0.452564	2	1	3	1030	0.0485863
0.452564	2	1	3	1030	0.0485803
0.452564	2	1	3	1030	0.0485743
0.452564	2	1	3	1030	0.0485683
0.452564	2	1	3	1030	0.0485623
0.452564	2	1	3	1030	0.0485563
0.452564	2	1	3	1030	0.0485503
0.452564	2	1	3	1030	0.0485443
0.452564	2	1	3	1030	0.0485383
0.452564	2	1	3	1030	0.0485323
0.452564	2	1	3	1030	0.0485263
0.452564	2	1	3	1030	0.0485203
0.452564	2	1	3	1030	0.0485143
0.452564	2	1	3	1030	0.0485083
0.452564	2	1	3	1030	0.0485023
0.452564	2	1	3	1030	0.0484963
0.452564	2	1	3	1030	0.0484903
0.452564	2	1	3	1030	0.0484843
0.452564	2	1	3	1030	0.0484783
0.452564	2	1	3	1030	0.0484723
0.452564	2	1	3	1030	0.0484663
0.452564	2	1	3	1030	0.0484603
0.452564	2	1	3	1030	0.0484543
0.452564	2	1	3	1030	0.0484483
0.452564	2	1	3	1030	0.0484423
0.452564	2	1	3	1030	0.0484363
0.455064	2	1	3	1030	0.0509303
0.455064	2	1	3	1030	0.0509243
0.455064	2	1	3	1030	0.0509183
0.455064	2	1	3	1030	0.0509123
0.455064	2	1	3	1030	0.0509063
0.455064	2	1	3	1030	0.0509003
0.455064	2	1	3	1030	0.0508943
0.455064	2	1	3	1030	0.0508883
