time(s)	cellId	rnti	lcid	packetSize
0.400422	2	1	4	1030
0.400428	2	1	4	1030
0.400434	2	1	4	1030
0.40044	2	1	4	1030
0.400446	2	1	4	1030
0.400452	2	1	4	1030
0.400458	2	1	4	1030
0.400464	2	1	4	1030
0.40047	2	1	4	1030
0.400476	2	1	4	1030
0.400482	2	1	4	1030
0.400488	2	1	4	1030
0.400494	2	1	4	1030
0.4005	2	1	4	1030
0.400506	2	1	4	1030
0.400512	2	1	4	1030
0.400518	2	1	4	1030
0.400524	2	1	4	1030
0.40053	2	1	4	1030
0.400536	2	1	4	1030
0.400542	2	1	4	1030
0.400548	2	1	4	1030
0.400554	2	1	4	1030
0.40056	2	1	4	1030
0.400566	2	1	4	1030
0.400572	2	1	4	1030
0.400578	2	1	4	1030
0.400584	2	1	4	1030
0.40059	2	1	4	1030
0.400596	2	1	4	1030
0.400602	2	1	4	1030
0.400608	2	1	4	1030
0.400614	2	1	4	1030
0.40062	2	1	4	1030
0.400626	2	1	4	1030
0.400632	2	1	4	1030
0.400638	2	1	4	1030
0.400644	2	1	4	1030
0.40065	2	1	4	1030
0.400656	2	1	4	1030
0.400662	2	1	4	1030
0.400668	2	1	4	1030
0.400674	2	1	4	1030
0.40068	2	1	4	1030
0.400686	2	1	4	1030
0.400692	2	1	4	1030
0.400698	2	1	4	1030
0.400704	2	1	4	1030
0.40071	2	1	4	1030
0.400716	2	1	4	1030
0.400722	2	1	4	1030
0.400728	2	1	4	1030
0.400734	2	1	4	1030
0.40074	2	1	4	1030
0.400746	2	1	4	1030
0.400752	2	1	4	1030
0.400758	2	1	4	1030
0.400764	2	1	4	1030
0.40077	2	1	4	1030
0.400776	2	1	4	1030
0.400782	2	1	4	1030
0.400788	2	1	4	1030
0.400794	2	1	4	1030
0.4008	2	1	4	1030
0.400806	2	1	4	1030
0.400812	2	1	4	1030
0.400818	2	1	4	1030
0.400824	2	1	4	1030
0.40083	2	1	4	1030
0.400836	2	1	4	1030
0.400842	2	1	4	1030
0.400848	2	1	4	1030
0.400854	2	1	4	1030
0.40086	2	1	4	1030
0.400866	2	1	4	1030
0.400872	2	1	4	1030
0.400878	2	1	4	1030
0.400884	2	1	4	1030
0.40089	2	1	4	1030
0.400896	2	1	4	1030
0.400902	2	1	4	1030
0.400908	2	1	4	1030
0.400914	2	1	4	1030
0.40092	2	1	4	1030
0.400926	2	1	4	1030
0.400932	2	1	4	1030
0.400938	2	1	4	1030
0.400944	2	1	4	1030
0.40095	2	1	4	1030
0.400956	2	1	4	1030
0.400962	2	1	4	1030
0.400968	2	1	4	1030
0.400974	2	1	4	1030
0.40098	2	1	4	1030
0.400986	2	1	4	1030
0.400992	2	1	4	1030
0.400998	2	1	4	1030
0.401004	2	1	4	1030
0.40101	2	1	4	1030
0.401016	2	1	4	1030
0.401022	2	1	4	1030
0.401028	2	1	4	1030
0.401034	2	1	4	1030
0.40104	2	1	4	1030
0.401046	2	1	4	1030
0.401052	2	1	4	1030
0.401058	2	1	4	1030
0.401064	2	1	4	1030
0.40107	2	1	4	1030
0.401076	2	1	4	1030
0.401082	2	1	4	1030
0.401088	2	1	4	1030
0.401094	2	1	4	1030
0.4011	2	1	4	1030
0.401106	2	1	4	1030
0.401112	2	1	4	1030
0.401118	2	1	4	1030
0.401124	2	1	4	1030
0.40113	2	1	4	1030
0.401136	2	1	4	1030
0.401142	2	1	4	1030
0.401148	2	1	4	1030
0.401154	2	1	4	1030
0.40116	2	1	4	1030
0.401166	2	1	4	1030
0.401172	2	1	4	1030
0.401178	2	1	4	1030
0.401184	2	1	4	1030
0.40119	2	1	4	1030
0.401196	2	1	4	1030
0.401202	2	1	4	1030
0.401208	2	1	4	1030
0.401214	2	1	4	1030
0.40122	2	1	4	1030
0.401226	2	1	4	1030
0.401232	2	1	4	1030
0.401238	2	1	4	1030
0.401244	2	1	4	1030
0.40125	2	1	4	1030
0.401256	2	1	4	1030
0.401262	2	1	4	1030
0.401268	2	1	4	1030
0.401274	2	1	4	1030
0.40128	2	1	4	1030
0.401286	2	1	4	1030
0.401292	2	1	4	1030
0.401298	2	1	4	1030
0.401304	2	1	4	1030
0.40131	2	1	4	1030
0.401316	2	1	4	1030
0.401322	2	1	4	1030
0.401328	2	1	4	1030
0.401334	2	1	4	1030
0.40134	2	1	4	1030
0.401346	2	1	4	1030
0.401352	2	1	4	1030
0.401358	2	1	4	1030
0.401364	2	1	4	1030
0.40137	2	1	4	1030
0.401376	2	1	4	1030
0.401382	2	1	4	1030
0.401388	2	1	4	1030
0.401394	2	1	4	1030
0.4014	2	1	4	1030
0.401406	2	1	4	1030
0.401412	2	1	4	1030
0.401418	2	1	4	1030
0.401424	2	1	4	1030
0.40143	2	1	4	1030
0.401436	2	1	4	1030
0.401442	2	1	4	1030
0.401448	2	1	4	1030
0.401454	2	1	4	1030
0.40146	2	1	4	1030
0.401466	2	1	4	1030
0.401472	2	1	4	1030
0.401478	2	1	4	1030
0.401484	2	1	4	1030
0.40149	2	1	4	1030
0.401496	2	1	4	1030
0.401502	2	1	4	1030
0.401508	2	1	4	1030
0.401514	2	1	4	1030
0.40152	2	1	4	1030
0.401526	2	1	4	1030
0.401532	2	1	4	1030
0.401538	2	1	4	1030
0.401544	2	1	4	1030
0.40155	2	1	4	1030
0.401556	2	1	4	1030
0.401562	2	1	4	1030
0.401568	2	1	4	1030
0.401574	2	1	4	1030
0.40158	2	1	4	1030
0.401586	2	1	4	1030
0.401592	2	1	4	1030
0.401598	2	1	4	1030
0.401604	2	1	4	1030
0.40161	2	1	4	1030
0.401616	2	1	4	1030
0.401622	2	1	4	1030
0.401628	2	1	4	1030
0.401634	2	1	4	1030
0.40164	2	1	4	1030
0.401646	2	1	4	1030
0.401652	2	1	4	1030
0.401658	2	1	4	1030
0.401664	2	1	4	1030
0.40167	2	1	4	1030
0.401676	2	1	4	1030
0.401682	2	1	4	1030
0.401688	2	1	4	1030
0.401694	2	1	4	1030
0.4017	2	1	4	1030
0.401706	2	1	4	1030
0.401712	2	1	4	1030
0.401718	2	1	4	1030
0.401724	2	1	4	1030
0.40173	2	1	4	1030
0.401736	2	1	4	1030
0.401742	2	1	4	1030
0.401748	2	1	4	1030
0.401754	2	1	4	1030
0.40176	2	1	4	1030
0.401766	2	1	4	1030
0.401772	2	1	4	1030
0.401778	2	1	4	1030
0.401784	2	1	4	1030
0.40179	2	1	4	1030
0.401796	2	1	4	1030
0.401802	2	1	4	1030
0.401808	2	1	4	1030
0.401814	2	1	4	1030
0.40182	2	1	4	1030
0.401826	2	1	4	1030
0.401832	2	1	4	1030
0.401838	2	1	4	1030
0.401844	2	1	4	1030
0.40185	2	1	4	1030
0.401856	2	1	4	1030
0.401862	2	1	4	1030
0.401868	2	1	4	1030
0.401874	2	1	4	1030
0.40188	2	1	4	1030
0.401886	2	1	4	1030
0.401892	2	1	4	1030
0.401898	2	1	4	1030
0.401904	2	1	4	1030
0.40191	2	1	4	1030
0.401916	2	1	4	1030
0.401922	2	1	4	1030
0.401928	2	1	4	1030
0.401934	2	1	4	1030
0.40194	2	1	4	1030
0.401946	2	1	4	1030
0.401952	2	1	4	1030
0.401958	2	1	4	1030
0.401964	2	1	4	1030
0.40197	2	1	4	1030
0.401976	2	1	4	1030
0.401982	2	1	4	1030
0.401988	2	1	4	1030
0.401994	2	1	4	1030
0.402	2	1	4	1030
0.402006	2	1	4	1030
0.402012	2	1	4	1030
0.402018	2	1	4	1030
0.402024	2	1	4	1030
0.40203	2	1	4	1030
0.402036	2	1	4	1030
0.402042	2	1	4	1030
0.402048	2	1	4	1030
0.402054	2	1	4	1030
0.40206	2	1	4	1030
0.402066	2	1	4	1030
0.402072	2	1	4	1030
0.402078	2	1	4	1030
0.402084	2	1	4	1030
0.40209	2	1	4	1030
0.402096	2	1	4	1030
0.402102	2	1	4	1030
0.402108	2	1	4	1030
0.402114	2	1	4	1030
0.40212	2	1	4	1030
0.402126	2	1	4	1030
0.402132	2	1	4	1030
0.402138	2	1	4	1030
0.402144	2	1	4	1030
0.40215	2	1	4	1030
0.402156	2	1	4	1030
0.402162	2	1	4	1030
0.402168	2	1	4	1030
0.402174	2	1	4	1030
0.40218	2	1	4	1030
0.402186	2	1	4	1030
0.402192	2	1	4	1030
0.402198	2	1	4	1030
0.402204	2	1	4	1030
0.40221	2	1	4	1030
0.402216	2	1	4	1030
0.402222	2	1	4	1030
0.402228	2	1	4	1030
0.402234	2	1	4	1030
0.40224	2	1	4	1030
0.402246	2	1	4	1030
0.402252	2	1	4	1030
0.402258	2	1	4	1030
0.402264	2	1	4	1030
0.40227	2	1	4	1030
0.402276	2	1	4	1030
0.402282	2	1	4	1030
0.402288	2	1	4	1030
0.402294	2	1	4	1030
0.4023	2	1	4	1030
0.402306	2	1	4	1030
0.402312	2	1	4	1030
0.402318	2	1	4	1030
0.402324	2	1	4	1030
0.40233	2	1	4	1030
0.402336	2	1	4	1030
0.402342	2	1	4	1030
0.402348	2	1	4	1030
0.402354	2	1	4	1030
0.40236	2	1	4	1030
0.402366	2	1	4	1030
0.402372	2	1	4	1030
0.402378	2	1	4	1030
0.402384	2	1	4	1030
0.40239	2	1	4	1030
0.402396	2	1	4	1030
0.402402	2	1	4	1030
0.402408	2	1	4	1030
0.402414	2	1	4	1030
0.40242	2	1	4	1030
0.402426	2	1	4	1030
0.402432	2	1	4	1030
0.402438	2	1	4	1030
0.402444	2	1	4	1030
0.40245	2	1	4	1030
0.402456	2	1	4	1030
0.402462	2	1	4	1030
0.402468	2	1	4	1030
0.402474	2	1	4	1030
0.40248	2	1	4	1030
0.402486	2	1	4	1030
0.402492	2	1	4	1030
0.402498	2	1	4	1030
0.402504	2	1	4	1030
0.40251	2	1	4	1030
0.402516	2	1	4	1030
0.402522	2	1	4	1030
0.402528	2	1	4	1030
0.402534	2	1	4	1030
0.40254	2	1	4	1030
0.402546	2	1	4	1030
0.402552	2	1	4	1030
0.402558	2	1	4	1030
0.402564	2	1	4	1030
0.40257	2	1	4	1030
0.402576	2	1	4	1030
0.402582	2	1	4	1030
0.402588	2	1	4	1030
0.402594	2	1	4	1030
0.4026	2	1	4	1030
0.402606	2	1	4	1030
0.402612	2	1	4	1030
0.402618	2	1	4	1030
0.402624	2	1	4	1030
0.40263	2	1	4	1030
0.402636	2	1	4	1030
0.402642	2	1	4	1030
0.402648	2	1	4	1030
0.402654	2	1	4	1030
0.40266	2	1	4	1030
0.402666	2	1	4	1030
0.402672	2	1	4	1030
0.402678	2	1	4	1030
0.402684	2	1	4	1030
0.40269	2	1	4	1030
0.402696	2	1	4	1030
0.402702	2	1	4	1030
0.402708	2	1	4	1030
0.402714	2	1	4	1030
0.40272	2	1	4	1030
0.402726	2	1	4	1030
0.402732	2	1	4	1030
0.402738	2	1	4	1030
0.402744	2	1	4	1030
0.40275	2	1	4	1030
0.402756	2	1	4	1030
0.402762	2	1	4	1030
0.402768	2	1	4	1030
0.402774	2	1	4	1030
0.40278	2	1	4	1030
0.402786	2	1	4	1030
0.402792	2	1	4	1030
0.402798	2	1	4	1030
0.402804	2	1	4	1030
0.40281	2	1	4	1030
0.402816	2	1	4	1030
0.402822	2	1	4	1030
0.402828	2	1	4	1030
0.402834	2	1	4	1030
0.40284	2	1	4	1030
0.402846	2	1	4	1030
0.402852	2	1	4	1030
0.402858	2	1	4	1030
0.402864	2	1	4	1030
0.40287	2	1	4	1030
0.402876	2	1	4	1030
0.402882	2	1	4	1030
0.402888	2	1	4	1030
0.402894	2	1	4	1030
0.4029	2	1	4	1030
0.402906	2	1	4	1030
0.402912	2	1	4	1030
0.402918	2	1	4	1030
0.402924	2	1	4	1030
0.40293	2	1	4	1030
0.402936	2	1	4	1030
0.402942	2	1	4	1030
0.402948	2	1	4	1030
0.402954	2	1	4	1030
0.40296	2	1	4	1030
0.402966	2	1	4	1030
0.402972	2	1	4	1030
0.402978	2	1	4	1030
0.402984	2	1	4	1030
0.40299	2	1	4	1030
0.402996	2	1	4	1030
0.403002	2	1	4	1030
0.403008	2	1	4	1030
0.403014	2	1	4	1030
0.40302	2	1	4	1030
0.403026	2	1	4	1030
0.403032	2	1	4	1030
0.403038	2	1	4	1030
0.403044	2	1	4	1030
0.40305	2	1	4	1030
0.403056	2	1	4	1030
0.403062	2	1	4	1030
0.403068	2	1	4	1030
0.403074	2	1	4	1030
0.40308	2	1	4	1030
0.403086	2	1	4	1030
0.403092	2	1	4	1030
0.403098	2	1	4	1030
0.403104	2	1	4	1030
0.40311	2	1	4	1030
0.403116	2	1	4	1030
0.403122	2	1	4	1030
0.403128	2	1	4	1030
0.403134	2	1	4	1030
0.40314	2	1	4	1030
0.403146	2	1	4	1030
0.403152	2	1	4	1030
0.403158	2	1	4	1030
0.403164	2	1	4	1030
0.40317	2	1	4	1030
0.403176	2	1	4	1030
0.403182	2	1	4	1030
0.403188	2	1	4	1030
0.403194	2	1	4	1030
0.4032	2	1	4	1030
0.403206	2	1	4	1030
0.403212	2	1	4	1030
0.403218	2	1	4	1030
0.403224	2	1	4	1030
0.40323	2	1	4	1030
0.403236	2	1	4	1030
0.403242	2	1	4	1030
0.403248	2	1	4	1030
0.403254	2	1	4	1030
0.40326	2	1	4	1030
0.403266	2	1	4	1030
0.403272	2	1	4	1030
0.403278	2	1	4	1030
0.403284	2	1	4	1030
0.40329	2	1	4	1030
0.403296	2	1	4	1030
0.403302	2	1	4	1030
0.403308	2	1	4	1030
0.403314	2	1	4	1030
0.40332	2	1	4	1030
0.403326	2	1	4	1030
0.403332	2	1	4	1030
0.403338	2	1	4	1030
0.403344	2	1	4	1030
0.40335	2	1	4	1030
0.403356	2	1	4	1030
0.403362	2	1	4	1030
0.403368	2	1	4	1030
0.403374	2	1	4	1030
0.40338	2	1	4	1030
0.403386	2	1	4	1030
0.403392	2	1	4	1030
0.403398	2	1	4	1030
0.403404	2	1	4	1030
0.40341	2	1	4	1030
0.403416	2	1	4	1030
0.403422	2	1	4	1030
0.403428	2	1	4	1030
0.403434	2	1	4	1030
0.40344	2	1	4	1030
0.403446	2	1	4	1030
0.403452	2	1	4	1030
0.403458	2	1	4	1030
0.403464	2	1	4	1030
0.40347	2	1	4	1030
0.403476	2	1	4	1030
0.403482	2	1	4	1030
0.403488	2	1	4	1030
0.403494	2	1	4	1030
0.4035	2	1	4	1030
0.403506	2	1	4	1030
0.403512	2	1	4	1030
0.403518	2	1	4	1030
0.403524	2	1	4	1030
0.40353	2	1	4	1030
0.403536	2	1	4	1030
0.403542	2	1	4	1030
0.403548	2	1	4	1030
0.403554	2	1	4	1030
0.40356	2	1	4	1030
0.403566	2	1	4	1030
0.403572	2	1	4	1030
0.403578	2	1	4	1030
0.403584	2	1	4	1030
0.40359	2	1	4	1030
0.403596	2	1	4	1030
0.403602	2	1	4	1030
0.403608	2	1	4	1030
0.403614	2	1	4	1030
0.40362	2	1	4	1030
0.403626	2	1	4	1030
0.403632	2	1	4	1030
0.403638	2	1	4	1030
0.403644	2	1	4	1030
0.40365	2	1	4	1030
0.403656	2	1	4	1030
0.403662	2	1	4	1030
0.403668	2	1	4	1030
0.403674	2	1	4	1030
0.40368	2	1	4	1030
0.403686	2	1	4	1030
0.403692	2	1	4	1030
0.403698	2	1	4	1030
0.403704	2	1	4	1030
0.40371	2	1	4	1030
0.403716	2	1	4	1030
0.403722	2	1	4	1030
0.403728	2	1	4	1030
0.403734	2	1	4	1030
0.40374	2	1	4	1030
0.403746	2	1	4	1030
0.403752	2	1	4	1030
0.403758	2	1	4	1030
0.403764	2	1	4	1030
0.40377	2	1	4	1030
0.403776	2	1	4	1030
0.403782	2	1	4	1030
0.403788	2	1	4	1030
0.403794	2	1	4	1030
0.4038	2	1	4	1030
0.403806	2	1	4	1030
0.403812	2	1	4	1030
0.403818	2	1	4	1030
0.403824	2	1	4	1030
0.40383	2	1	4	1030
0.403836	2	1	4	1030
0.403842	2	1	4	1030
0.403848	2	1	4	1030
0.403854	2	1	4	1030
0.40386	2	1	4	1030
0.403866	2	1	4	1030
0.403872	2	1	4	1030
0.403878	2	1	4	1030
0.403884	2	1	4	1030
0.40389	2	1	4	1030
0.403896	2	1	4	1030
0.403902	2	1	4	1030
0.403908	2	1	4	1030
0.403914	2	1	4	1030
0.40392	2	1	4	1030
0.403926	2	1	4	1030
0.403932	2	1	4	1030
0.403938	2	1	4	1030
0.403944	2	1	4	1030
0.40395	2	1	4	1030
0.403956	2	1	4	1030
0.403962	2	1	4	1030
0.403968	2	1	4	1030
0.403974	2	1	4	1030
0.40398	2	1	4	1030
0.403986	2	1	4	1030
0.403992	2	1	4	1030
0.403998	2	1	4	1030
0.404004	2	1	4	1030
0.40401	2	1	4	1030
0.404016	2	1	4	1030
0.404022	2	1	4	1030
0.404028	2	1	4	1030
0.404034	2	1	4	1030
0.40404	2	1	4	1030
0.404046	2	1	4	1030
0.404052	2	1	4	1030
0.404058	2	1	4	1030
0.404064	2	1	4	1030
0.40407	2	1	4	1030
0.404076	2	1	4	1030
0.404082	2	1	4	1030
0.404088	2	1	4	1030
0.404094	2	1	4	1030
0.4041	2	1	4	1030
0.404106	2	1	4	1030
0.404112	2	1	4	1030
0.404118	2	1	4	1030
0.404124	2	1	4	1030
0.40413	2	1	4	1030
0.404136	2	1	4	1030
0.404142	2	1	4	1030
0.404148	2	1	4	1030
0.404154	2	1	4	1030
0.40416	2	1	4	1030
0.404166	2	1	4	1030
0.404172	2	1	4	1030
0.404178	2	1	4	1030
0.404184	2	1	4	1030
0.40419	2	1	4	1030
0.404196	2	1	4	1030
0.404202	2	1	4	1030
0.404208	2	1	4	1030
0.404214	2	1	4	1030
0.40422	2	1	4	1030
0.404226	2	1	4	1030
0.404232	2	1	4	1030
0.404238	2	1	4	1030
0.404244	2	1	4	1030
0.40425	2	1	4	1030
0.404256	2	1	4	1030
0.404262	2	1	4	1030
0.404268	2	1	4	1030
0.404274	2	1	4	1030
0.40428	2	1	4	1030
0.404286	2	1	4	1030
0.404292	2	1	4	1030
0.404298	2	1	4	1030
0.404304	2	1	4	1030
0.40431	2	1	4	1030
0.404316	2	1	4	1030
0.404322	2	1	4	1030
0.404328	2	1	4	1030
0.404334	2	1	4	1030
0.40434	2	1	4	1030
0.404346	2	1	4	1030
0.404352	2	1	4	1030
0.404358	2	1	4	1030
0.404364	2	1	4	1030
0.40437	2	1	4	1030
0.404376	2	1	4	1030
0.404382	2	1	4	1030
0.404388	2	1	4	1030
0.404394	2	1	4	1030
0.4044	2	1	4	1030
0.404406	2	1	4	1030
0.404412	2	1	4	1030
0.404418	2	1	4	1030
0.404424	2	1	4	1030
0.40443	2	1	4	1030
0.404436	2	1	4	1030
0.404442	2	1	4	1030
0.404448	2	1	4	1030
0.404454	2	1	4	1030
0.40446	2	1	4	1030
0.404466	2	1	4	1030
0.404472	2	1	4	1030
0.404478	2	1	4	1030
0.404484	2	1	4	1030
0.40449	2	1	4	1030
0.404496	2	1	4	1030
0.404502	2	1	4	1030
0.404508	2	1	4	1030
0.404514	2	1	4	1030
0.40452	2	1	4	1030
0.404526	2	1	4	1030
0.404532	2	1	4	1030
0.404538	2	1	4	1030
0.404544	2	1	4	1030
0.40455	2	1	4	1030
0.404556	2	1	4	1030
0.404562	2	1	4	1030
0.404568	2	1	4	1030
0.404574	2	1	4	1030
0.40458	2	1	4	1030
0.404586	2	1	4	1030
0.404592	2	1	4	1030
0.404598	2	1	4	1030
0.404604	2	1	4	1030
0.40461	2	1	4	1030
0.404616	2	1	4	1030
0.404622	2	1	4	1030
0.404628	2	1	4	1030
0.404634	2	1	4	1030
0.40464	2	1	4	1030
0.404646	2	1	4	1030
0.404652	2	1	4	1030
0.404658	2	1	4	1030
0.404664	2	1	4	1030
0.40467	2	1	4	1030
0.404676	2	1	4	1030
0.404682	2	1	4	1030
0.404688	2	1	4	1030
0.404694	2	1	4	1030
0.4047	2	1	4	1030
0.404706	2	1	4	1030
0.404712	2	1	4	1030
0.404718	2	1	4	1030
0.404724	2	1	4	1030
0.40473	2	1	4	1030
0.404736	2	1	4	1030
0.404742	2	1	4	1030
0.404748	2	1	4	1030
0.404754	2	1	4	1030
0.40476	2	1	4	1030
0.404766	2	1	4	1030
0.404772	2	1	4	1030
0.404778	2	1	4	1030
0.404784	2	1	4	1030
0.40479	2	1	4	1030
0.404796	2	1	4	1030
0.404802	2	1	4	1030
0.404808	2	1	4	1030
0.404814	2	1	4	1030
0.40482	2	1	4	1030
0.404826	2	1	4	1030
0.404832	2	1	4	1030
0.404838	2	1	4	1030
0.404844	2	1	4	1030
0.40485	2	1	4	1030
0.404856	2	1	4	1030
0.404862	2	1	4	1030
0.404868	2	1	4	1030
0.404874	2	1	4	1030
0.40488	2	1	4	1030
0.404886	2	1	4	1030
0.404892	2	1	4	1030
0.404898	2	1	4	1030
0.404904	2	1	4	1030
0.40491	2	1	4	1030
0.404916	2	1	4	1030
0.404922	2	1	4	1030
0.404928	2	1	4	1030
0.404934	2	1	4	1030
0.40494	2	1	4	1030
0.404946	2	1	4	1030
0.404952	2	1	4	1030
0.404958	2	1	4	1030
0.404964	2	1	4	1030
0.40497	2	1	4	1030
0.404976	2	1	4	1030
0.404982	2	1	4	1030
0.404988	2	1	4	1030
0.404994	2	1	4	1030
0.405	2	1	4	1030
0.405006	2	1	4	1030
0.405012	2	1	4	1030
0.405018	2	1	4	1030
0.405024	2	1	4	1030
0.40503	2	1	4	1030
0.405036	2	1	4	1030
0.405042	2	1	4	1030
0.405048	2	1	4	1030
0.405054	2	1	4	1030
0.40506	2	1	4	1030
0.405066	2	1	4	1030
0.405072	2	1	4	1030
0.405078	2	1	4	1030
0.405084	2	1	4	1030
0.40509	2	1	4	1030
0.405096	2	1	4	1030
0.405102	2	1	4	1030
0.405108	2	1	4	1030
0.405114	2	1	4	1030
0.40512	2	1	4	1030
0.405126	2	1	4	1030
0.405132	2	1	4	1030
0.405138	2	1	4	1030
0.405144	2	1	4	1030
0.40515	2	1	4	1030
0.405156	2	1	4	1030
0.405162	2	1	4	1030
0.405168	2	1	4	1030
0.405174	2	1	4	1030
0.40518	2	1	4	1030
0.405186	2	1	4	1030
0.405192	2	1	4	1030
0.405198	2	1	4	1030
0.405204	2	1	4	1030
0.40521	2	1	4	1030
0.405216	2	1	4	1030
0.405222	2	1	4	1030
0.405228	2	1	4	1030
0.405234	2	1	4	1030
0.40524	2	1	4	1030
0.405246	2	1	4	1030
0.405252	2	1	4	1030
0.405258	2	1	4	1030
0.405264	2	1	4	1030
0.40527	2	1	4	1030
0.405276	2	1	4	1030
0.405282	2	1	4	1030
0.405288	2	1	4	1030
0.405294	2	1	4	1030
0.4053	2	1	4	1030
0.405306	2	1	4	1030
0.405312	2	1	4	1030
0.405318	2	1	4	1030
0.405324	2	1	4	1030
0.40533	2	1	4	1030
0.405336	2	1	4	1030
0.405342	2	1	4	1030
0.405348	2	1	4	1030
0.405354	2	1	4	1030
0.40536	2	1	4	1030
0.405366	2	1	4	1030
0.405372	2	1	4	1030
0.405378	2	1	4	1030
0.405384	2	1	4	1030
0.40539	2	1	4	1030
0.405396	2	1	4	1030
0.405402	2	1	4	1030
0.405408	2	1	4	1030
0.405414	2	1	4	1030
0.40542	2	1	4	1030
0.405426	2	1	4	1030
0.405432	2	1	4	1030
0.405438	2	1	4	1030
0.405444	2	1	4	1030
0.40545	2	1	4	1030
0.405456	2	1	4	1030
0.405462	2	1	4	1030
0.405468	2	1	4	1030
0.405474	2	1	4	1030
0.40548	2	1	4	1030
0.405486	2	1	4	1030
0.405492	2	1	4	1030
0.405498	2	1	4	1030
0.405504	2	1	4	1030
0.40551	2	1	4	1030
0.405516	2	1	4	1030
0.405522	2	1	4	1030
0.405528	2	1	4	1030
0.405534	2	1	4	1030
